0,1.000000000E+01,4.754236589E-01,2.302585093E+00,-7.435489590E-01,0.000000000E+00
1,2.000000000E+01,6.590611688E-02,2.995732274E+00,-2.719524021E+00,2.850729423E+00
2,4.000000000E+01,3.590435361E-02,3.688879454E+00,-3.326896720E+00,8.762535813E-01
3,8.000000000E+01,2.274333810E-02,4.382026635E+00,-3.783483007E+00,6.587147714E-01
4,1.600000000E+02,1.450123369E-02,5.075173815E+00,-4.233521551E+00,6.492683759E-01
5,3.200000000E+02,9.673579934E-03,5.768320996E+00,-4.638356828E+00,5.840538457E-01
6,6.400000000E+02,6.485731206E-03,6.461468176E+00,-5.038150714E+00,5.767806574E-01
7,1.280000000E+03,4.398562543E-03,7.154615357E+00,-5.426477486E+00,5.602371083E-01
8,2.560000000E+03,3.004303561E-03,7.847762537E+00,-5.807709498E+00,5.500015325E-01
9,5.120000000E+03,2.055130740E-03,8.540909718E+00,-6.187415813E+00,5.478004176E-01
10,1.024000000E+04,1.409431212E-03,9.234056899E+00,-6.564569052E+00,5.441171073E-01
