0,1.000000000E+01,2.907217556E+00,2.302585093E+00,1.067196457E+00,0.000000000E+00
1,2.000000000E+01,5.278382301E-02,2.995732274E+00,-2.941550518E+00,5.783399381E+00
2,4.000000000E+01,3.276888924E-02,3.688879454E+00,-3.418275713E+00,6.877690746E-01
3,8.000000000E+01,2.054653449E-02,4.382026635E+00,-3.885062990E+00,6.734316904E-01
4,1.600000000E+02,1.273396884E-02,5.075173815E+00,-4.363482144E+00,6.902129411E-01
5,3.200000000E+02,7.762067946E-03,5.768320996E+00,-4.858506492E+00,7.141691722E-01
6,6.400000000E+02,4.659378881E-03,6.461468176E+00,-5.368873127E+00,7.363034129E-01
7,1.280000000E+03,2.763148752E-03,7.154615357E+00,-5.891384397E+00,7.538244186E-01
8,2.560000000E+03,1.624171036E-03,7.847762537E+00,-6.422757725E+00,7.666096645E-01
9,5.120000000E+03,9.488483955E-04,8.540909718E+00,-6.960261524E+00,7.754540651E-01
10,1.024000000E+04,5.520749546E-04,9.234056899E+00,-7.501826734E+00,7.813134424E-01
