0,1.000000000E+01,9.029363819E-01,2.302585093E+00,-1.021031800E-01,0.000000000E+00
1,2.000000000E+01,1.923380613E-01,2.995732274E+00,-1.648500719E+00,2.230980061E+00
2,4.000000000E+01,1.192652391E-01,3.688879454E+00,-2.126405366E+00,6.894706642E-01
3,8.000000000E+01,7.894408544E-02,4.382026635E+00,-2.539015456E+00,5.952705306E-01
4,1.600000000E+02,5.310313267E-02,5.075173815E+00,-2.935519357E+00,5.720342109E-01
5,3.200000000E+02,3.598243901E-02,5.768320996E+00,-3.324724265E+00,5.615039904E-01
6,6.400000000E+02,1.420949617E-02,6.461468176E+00,-4.253844793E+00,1.340437579E+00
7,1.280000000E+03,5.245809449E-03,7.154615357E+00,-5.250325721E+00,1.437618093E+00
8,2.560000000E+03,3.607665195E-03,7.847762537E+00,-5.624694476E+00,5.400999465E-01
9,5.120000000E+03,2.485684097E-03,8.540909718E+00,-5.997207367E+00,5.374224999E-01
10,1.024000000E+04,1.715476288E-03,9.234056899E+00,-6.368064518E+00,5.350337729E-01
