0,1.000000000000000E+00,-6.814887874868018E-01
1,1.044058508422027E+00,-9.269203076835058E-01
2,1.088117016844054E+00,-9.079372066860860E-01
3,1.132175525266080E+00,-8.729719384395144E-01
4,1.176234033688107E+00,-8.347638561710864E-01
5,1.220292542110134E+00,-8.003906517311873E-01
6,1.264351050532161E+00,-7.664177624771175E-01
7,1.308409558954188E+00,-7.301830575212708E-01
8,1.352468067376214E+00,-6.920915660392208E-01
9,1.396526575798241E+00,-6.526776549068610E-01
10,1.440585084220268E+00,-6.124078503796143E-01
11,1.484643592642295E+00,-5.716615619467541E-01
12,1.528702101064322E+00,-5.307420705236690E-01
13,1.572760609486348E+00,-4.898912378505556E-01
14,1.616819117908375E+00,-4.493024621821384E-01
15,1.660877626330402E+00,-4.091310956788011E-01
16,1.704936134752429E+00,-3.695026199918414E-01
17,1.748994643174456E+00,-3.305190567686913E-01
18,1.793053151596482E+00,-2.922640487457444E-01
19,1.837111660018509E+00,-2.548069693096153E-01
20,1.881170168440536E+00,-2.182063551720528E-01
21,1.925228676862563E+00,-1.825129249147001E-01
22,1.969287185284589E+00,-1.477724617529981E-01
23,2.013345693706616E+00,-1.140289436585284E-01
24,2.057404202128643E+00,-8.132863169031213E-02
25,2.101462710550670E+00,-4.972689347593251E-02
26,2.145521218972697E+00,-1.930416899206155E-02
27,2.189579727394723E+00,9.753138482226142E-03
28,2.233638235816750E+00,3.785289349887566E-02
29,2.277696744238777E+00,6.566707157070073E-02
30,2.321755252660804E+00,9.335839125684919E-02
31,2.365813761082831E+00,1.209722073472536E-01
32,2.409872269504858E+00,1.485325540843792E-01
33,2.453930777926884E+00,1.760540926452959E-01
34,2.497989286348911E+00,2.035464382046744E-01
35,2.542047794770938E+00,2.310161777206976E-01
36,2.586106303192965E+00,2.584679508097398E-01
37,2.630164811614992E+00,2.859050830921608E-01
38,2.674223320037018E+00,3.133299816177246E-01
39,2.718281828459045E+00,3.407443937434010E-01
