0,5.000000000E-02,9.671218629E-01,-2.995732274E+00,-3.343076982E-02,0.000000000E+00
1,2.500000000E-02,5.252097611E-02,-3.688879454E+00,-2.946542644E+00,-4.202732055E+00
2,1.250000000E-02,1.638088221E-02,-4.382026635E+00,-4.111640343E+00,-1.680880672E+00
3,6.250000000E-03,1.353327468E-02,-5.075173815E+00,-4.302603835E+00,-2.755020836E-01
4,3.125000000E-03,3.912860030E-03,-5.768320996E+00,-5.543486707E+00,-1.790215565E+00
5,1.562500000E-03,5.108864543E-03,-6.461468176E+00,-5.276778102E+00,3.847791811E-01
6,7.812500000E-04,2.872457583E-03,-7.154615357E+00,-5.852587315E+00,-8.307170955E-01
7,3.906250000E-04,1.173528256E-03,-7.847762537E+00,-6.747740464E+00,-1.291433009E+00
8,1.953125000E-04,9.836145105E-04,-8.540909718E+00,-6.924276495E+00,-2.546876565E-01
9,9.765625000E-05,2.155029929E-04,-9.234056899E+00,-8.442535760E+00,-2.190385112E+00
