0,1.000000000E+01,9.379281149E-02,2.302585093E+00,-2.366667062E+00,0.000000000E+00
1,2.000000000E+01,5.844945133E-02,2.995732274E+00,-2.839592978E+00,6.822878731E-01
2,4.000000000E+01,3.625921308E-02,3.688879454E+00,-3.317061776E+00,6.888418673E-01
3,8.000000000E+01,2.217657837E-02,4.382026635E+00,-3.808718575E+00,7.093108259E-01
4,1.600000000E+02,1.336125195E-02,5.075173815E+00,-4.315396406E+00,7.309815941E-01
5,3.200000000E+02,7.948375553E-03,5.768320996E+00,-4.834787704E+00,7.493232498E-01
6,6.400000000E+02,4.682875834E-03,6.461468176E+00,-5.363842863E+00,7.632652544E-01
7,1.280000000E+03,2.740064786E-03,7.154615357E+00,-5.899773714E+00,7.731847810E-01
8,2.560000000E+03,1.595830265E-03,7.847762537E+00,-6.440361136E+00,7.799027922E-01
9,5.120000000E+03,9.266244946E-04,8.540909718E+00,-6.983962150E+00,7.842504880E-01
10,1.024000000E+04,5.370531362E-04,9.234056899E+00,-7.529413518E+00,7.869199835E-01
