0,1.000000000000000E+00,-8.122591892205872E-01
1,1.001343457254464E+00,-8.544242339579144E-01
2,1.002686914508927E+00,-8.682107984220745E-01
3,1.004030371763391E+00,-8.773337234307867E-01
4,1.005373829017855E+00,-8.840462704993970E-01
5,1.006717286272318E+00,-8.892600574526103E-01
6,1.008060743526782E+00,-8.934393311746207E-01
7,1.009404200781246E+00,-8.968558910422977E-01
8,1.010747658035710E+00,-8.996840414137456E-01
9,1.012091115290173E+00,-9.020429748941932E-01
10,1.013434572544637E+00,-9.040181832983326E-01
11,1.014778029799100E+00,-9.056732929979108E-01
12,1.016121487053564E+00,-9.070570716588854E-01
13,1.017464944308028E+00,-9.082078068938665E-01
14,1.018808401562491E+00,-9.091561650678989E-01
15,1.020151858816955E+00,-9.099271266336197E-01
16,1.021495316071419E+00,-9.105413368261956E-01
17,1.022838773325883E+00,-9.110160731526120E-01
18,1.024182230580346E+00,-9.113659541245237E-01
19,1.025525687834810E+00,-9.116034687061921E-01
20,1.026869145089274E+00,-9.117393787073740E-01
21,1.028212602343737E+00,-9.117830293244188E-01
22,1.029556059598201E+00,-9.117425920926686E-01
23,1.030899516852665E+00,-9.116252573093351E-01
24,1.032242974107128E+00,-9.114373881369650E-01
25,1.033586431361592E+00,-9.111846452691416E-01
26,1.034929888616056E+00,-9.108720887138326E-01
27,1.036273345870519E+00,-9.105042615979855E-01
28,1.037616803124983E+00,-9.100852597061240E-01
29,1.038960260379447E+00,-9.096187895959086E-01
30,1.040303717633910E+00,-9.091082174901173E-01
31,1.041647174888374E+00,-9.085566106629331E-01
32,1.042990632142838E+00,-9.079667726743882E-01
33,1.044334089397301E+00,-9.073412735285667E-01
34,1.045677546651765E+00,-9.066824756168592E-01
35,1.047021003906229E+00,-9.059925561408699E-01
36,1.048364461160692E+00,-9.052735265788945E-01
37,1.049707918415156E+00,-9.045272496568206E-01
38,1.051051375669620E+00,-9.037554542021811E-01
39,1.052394832924084E+00,-9.029597481944784E-01
40,1.053738290178547E+00,-9.021416302720083E-01
41,1.055081747433011E+00,-9.013024999124742E-01
42,1.056425204687474E+00,-9.004436664698500E-01
43,1.057768661941938E+00,-8.995663572212735E-01
44,1.059112119196402E+00,-8.986717245542015E-01
45,1.060455576450866E+00,-8.977608524046412E-01
46,1.061799033705329E+00,-8.968347620410042E-01
47,1.063142490959793E+00,-8.958944172747111E-01
48,1.064485948214257E+00,-8.949407291673313E-01
49,1.065829405468720E+00,-8.939745602945490E-01
