0,1.000000000E+01,1.597343962E+00,2.302585093E+00,4.683422264E-01,0.000000000E+00
1,2.000000000E+01,3.497332064E-02,2.995732274E+00,-3.353169776E+00,5.513276414E+00
2,4.000000000E+01,2.211923545E-02,3.688879454E+00,-3.811307666E+00,6.609532631E-01
3,8.000000000E+01,1.406903557E-02,4.382026635E+00,-4.263778955E+00,6.527780847E-01
4,1.600000000E+02,8.812686049E-03,5.075173815E+00,-4.731562999E+00,6.748697201E-01
5,3.200000000E+02,5.412338605E-03,5.768320996E+00,-5.219074005E+00,7.033297105E-01
6,6.400000000E+02,3.265374742E-03,6.461468176E+00,-5.724380747E+00,7.290035314E-01
7,1.280000000E+03,1.942775270E-03,7.154615357E+00,-6.243637777E+00,7.491295413E-01
8,2.560000000E+03,1.144221965E-03,7.847762537E+00,-6.773030380E+00,7.637520831E-01
9,5.120000000E+03,6.692006463E-04,8.540909718E+00,-7.309426623E+00,7.738562002E-01
10,1.024000000E+04,3.895689961E-04,9.234056899E+00,-7.850469568E+00,7.805599736E-01
