0,5.000000000E-02,4.520599681E-01,-2.995732274E+00,-7.939404352E-01,0.000000000E+00
1,2.500000000E-02,7.471829462E-02,-3.688879454E+00,-2.594030309E+00,-2.596980734E+00
2,1.250000000E-02,2.220289925E-02,-4.382026635E+00,-3.807532402E+00,-1.750713452E+00
3,6.250000000E-03,1.022544867E-02,-5.075173815E+00,-4.582875699E+00,-1.118583929E+00
4,3.125000000E-03,3.658161904E-03,-5.768320996E+00,-5.610794470E+00,-1.482973313E+00
5,1.562500000E-03,1.260767316E-03,-6.461468176E+00,-6.676034762E+00,-1.536816888E+00
6,7.812500000E-04,1.465501403E-03,-7.154615357E+00,-6.525557840E+00,2.170923093E-01
7,3.906250000E-04,9.116664076E-04,-7.847762537E+00,-7.000236416E+00,-6.848164271E-01
8,1.953125000E-04,1.239640596E-04,-8.540909718E+00,-8.995518876E+00,-2.878584111E+00
9,9.765625000E-05,2.418194789E-04,-9.234056899E+00,-8.327319065E+00,9.640085537E-01
